Horas_Estudio,Asistencia,Involucramiento_Padres,Nivel_Recursos,Actividades_Extracurriculares,Horas_Suenio,Notas_Previas,Nivel_Motivacion,Acceso_Internet,Clases_con_Tutor,Ingresos_Familiares,Calidad_Docente,Tipo_Escuela,Influencia_de_Pares,Actividad_Fisica,Dificultades_Aprendizaje,Nivel_Educacion_Padres,Distancia_Escuela,Sexo,Nota_Examen
15,86,Medio,Bajo,No,6,90,Medio,Si,0,Medio,Alto,Publico,Neutral,3,No,Posgrado,Lejos,Masculino,66
18,82,Medio,Medio,No,7,88,Medio,Si,3,Bajo,Medio,Publico,Negativo,3,No,Universitario,Medio,Femenino,67
9,62,Bajo,Alto,Si,5,58,Bajo,Si,0,Medio,Alto,Private,Positivo,5,No,Universitario,Medio,Femenino,59
21,90,Bajo,Medio,No,8,60,Medio,Si,1,Bajo,Medio,Publico,Negativo,2,No,Universitario,Cerca,Femenino,66
20,80,Bajo,Bajo,No,6,77,Bajo,Si,0,Medio,Alto,Private,Negativo,3,No,Secundario,Cerca,Masculino,64
15,86,Medio,Medio,No,7,79,Medio,Si,1,Bajo,Medio,Publico,Neutral,3,Si,Secundario,Medio,Femenino,64
24,80,Medio,Alto,Si,7,97,Medio,Si,0,Bajo,Alto,Private,Neutral,4,No,Secundario,Medio,Femenino,69
26,80,Alto,Bajo,No,8,73,Alto,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,69
10,67,Medio,Medio,No,4,65,Medio,No,3,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,61
15,71,Alto,Alto,No,8,60,Medio,Si,0,Bajo,Alto,Private,Negativo,3,No,Secundario,Lejos,Femenino,62
15,66,Bajo,Medio,No,7,53,Medio,Si,2,Medio,Alto,Publico,Negativo,3,No,Universitario,Cerca,Femenino,61
14,68,Medio,Medio,Si,8,53,Alto,Si,1,Medio,Alto,Private,Positivo,2,No,Universitario,Cerca,Femenino,63
25,99,Medio,Bajo,No,5,79,Bajo,Si,2,Bajo,Medio,Publico,Positivo,4,No,Universitario,Cerca,Femenino,71
19,66,Alto,Alto,Si,8,59,Medio,Si,1,Medio,Bajo,Publico,Positivo,2,No,Posgrado,Medio,Femenino,65
18,71,Alto,Alto,Si,9,93,Medio,Si,1,Bajo,Alto,Private,Neutral,4,No,Universitario,Medio,Masculino,68
8,84,Alto,Alto,No,7,80,Medio,Si,1,Alto,Alto,Publico,Positivo,4,No,Secundario,Medio,Masculino,67
24,84,Bajo,Alto,Si,6,93,Alto,Si,2,Bajo,Medio,Publico,Neutral,1,No,Secundario,Cerca,Femenino,70
13,66,Alto,Medio,Si,6,71,Medio,Si,3,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,64
20,92,Medio,Alto,No,8,80,Alto,Si,0,Medio,Medio,Private,Neutral,3,No,Universitario,Cerca,Masculino,71
22,91,Alto,Medio,Si,8,76,Bajo,Si,2,Medio,Medio,Publico,Neutral,3,No,Universitario,Medio,Femenino,71
28,69,Medio,Alto,No,8,99,Bajo,Si,0,Alto,Medio,Private,Negativo,3,No,Secundario,Medio,Femenino,67
12,72,Medio,Bajo,Si,7,90,Medio,Si,0,Alto,Medio,Publico,Positivo,3,No,Posgrado,Lejos,Masculino,63
2,98,Bajo,Alto,Si,7,80,Alto,Si,2,Bajo,Alto,Publico,Neutral,1,No,Secundario,Cerca,Masculino,66
21,93,Medio,Bajo,Si,7,80,Medio,Si,3,Alto,Medio,Publico,Neutral,1,No,Secundario,Medio,Masculino,70
31,88,Medio,Bajo,No,6,62,Medio,Si,2,Bajo,Medio,Private,Positivo,4,No,Secundario,Cerca,Masculino,70
27,63,Bajo,Medio,Si,8,87,Medio,Si,3,Bajo,Alto,Private,Positivo,3,No,Secundario,Cerca,Femenino,67
21,77,Bajo,Medio,No,7,99,Alto,Si,3,Medio,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Masculino,69
17,82,Alto,Bajo,No,9,56,Bajo,Si,3,Alto,Medio,Publico,Positivo,2,No,Secundario,Cerca,Femenino,66
25,67,Medio,Alto,No,9,82,Medio,Si,1,Medio,Medio,Publico,Positivo,3,No,Posgrado,Lejos,Femenino,67
14,78,Alto,Medio,Si,7,76,Medio,Si,0,Alto,Medio,Publico,Negativo,2,Si,Universitario,Cerca,Femenino,65
23,84,Alto,Alto,Si,8,93,Medio,Si,1,Alto,Medio,Publico,Positivo,3,No,Posgrado,Lejos,Masculino,72
23,73,Alto,Alto,No,6,50,Medio,Si,1,Medio,Medio,Publico,Positivo,3,No,Universitario,Cerca,Masculino,68
26,91,Alto,Medio,Si,7,57,Bajo,Si,3,Medio,Medio,Publico,Negativo,3,No,Universitario,Cerca,Masculino,72
37,94,Alto,Medio,Si,8,52,Alto,Si,1,Bajo,Medio,Private,Positivo,3,No,Posgrado,Cerca,Masculino,76
22,73,Medio,Bajo,Si,5,58,Medio,Si,4,Bajo,Medio,Publico,Positivo,3,Si,Universitario,Cerca,Femenino,65
17,94,Bajo,Medio,No,8,85,Medio,Si,1,Medio,Bajo,Publico,Positivo,4,No,Secundario,Cerca,Masculino,68
20,64,Medio,Medio,Si,6,57,Medio,Si,3,Bajo,Alto,Publico,Neutral,4,No,Universitario,Cerca,Femenino,65
9,94,Medio,Medio,Si,6,81,Bajo,Si,0,Bajo,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,66
16,66,Bajo,Medio,No,6,93,Medio,Si,7,Bajo,Medio,Publico,Negativo,2,No,Secundario,Lejos,Masculino,63
18,63,Medio,Bajo,No,7,52,Medio,Si,2,Alto,Alto,Publico,Positivo,3,No,Posgrado,Medio,Femenino,63
17,86,Medio,Medio,Si,5,51,Medio,Si,2,Bajo,Medio,Private,Neutral,2,No,Posgrado,Medio,Masculino,66
21,79,Alto,Bajo,Si,8,99,Medio,Si,2,Bajo,Alto,Publico,Positivo,4,No,Secundario,Cerca,Masculino,69
15,96,Medio,Alto,Si,7,84,Alto,Si,3,Medio,Bajo,Publico,Positivo,1,No,Posgrado,Cerca,Masculino,72
27,75,Medio,Bajo,Si,10,57,Medio,Si,3,Alto,Bajo,Publico,Negativo,3,No,Secundario,Cerca,Masculino,66
20,71,Medio,Medio,Si,7,65,Medio,No,2,Medio,Medio,Publico,Negativo,4,No,Secundario,Medio,Femenino,64
20,80,Medio,Bajo,Si,8,99,Bajo,Si,0,Bajo,Alto,Private,Positivo,3,No,Secundario,,Masculino,67
18,78,Alto,Alto,Si,6,61,Bajo,Si,1,Bajo,Medio,Private,Positivo,5,No,Secundario,Cerca,Masculino,67
21,74,Bajo,Medio,Si,5,88,Medio,Si,1,Medio,Alto,Publico,Neutral,1,No,Universitario,Cerca,Masculino,66
25,88,Medio,Bajo,Si,8,62,Bajo,Si,2,Bajo,Medio,Publico,Neutral,2,No,Secundario,Cerca,Femenino,68
15,90,Medio,Medio,No,5,70,Medio,Si,0,Medio,Medio,Private,Neutral,2,No,Secundario,Medio,Masculino,65
16,94,Medio,Alto,Si,8,94,Alto,Si,2,Bajo,Alto,Private,Negativo,3,No,Secundario,Cerca,Masculino,71
18,99,Medio,Alto,Si,10,51,Medio,Si,1,Medio,Bajo,Publico,Neutral,4,No,Posgrado,Cerca,Masculino,71
12,71,Medio,Medio,Si,8,65,Medio,Si,1,Medio,Alto,Private,Neutral,2,No,Secundario,Medio,Masculino,62
15,89,Medio,Alto,Si,8,74,Bajo,Si,2,Medio,Alto,Publico,Positivo,2,No,Universitario,Cerca,Masculino,69
17,76,Medio,Bajo,No,7,81,Bajo,Si,4,Alto,Medio,Private,Neutral,2,No,Secundario,Cerca,Masculino,65
25,87,Alto,Bajo,No,6,51,Bajo,Si,3,Medio,Medio,Publico,Neutral,3,No,Posgrado,Cerca,Masculino,70
22,79,Medio,Medio,Si,7,71,Medio,Si,2,Bajo,,Private,Neutral,2,No,Universitario,Medio,Masculino,66
21,100,Medio,Medio,No,6,67,Medio,Si,0,Alto,Medio,Publico,Positivo,3,No,Secundario,Lejos,Masculino,70
25,89,Medio,Alto,No,5,51,Bajo,Si,2,Medio,Alto,Private,Negativo,2,No,Posgrado,Medio,Femenino,70
19,98,Bajo,Alto,Si,7,68,Medio,Si,1,Bajo,Medio,Private,Neutral,4,No,Secundario,Medio,Femenino,69
22,93,Alto,Bajo,Si,9,97,Medio,Si,2,Medio,Medio,Publico,Neutral,3,Si,Secundario,Cerca,Masculino,71
19,96,Medio,Medio,No,5,64,Medio,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,69
22,93,Alto,Medio,No,9,79,Medio,Si,2,Medio,Alto,Publico,Positivo,2,No,Posgrado,Cerca,Femenino,73
17,78,Medio,Medio,Si,9,65,Bajo,Si,1,Medio,Alto,Publico,Neutral,4,No,Secundario,Medio,Femenino,65
5,70,Alto,Alto,Si,8,55,Medio,Si,3,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,62
19,75,Medio,Alto,No,8,64,Medio,Si,2,Alto,Bajo,Publico,Negativo,5,No,Posgrado,Medio,Femenino,67
29,61,Bajo,Medio,Si,7,74,Alto,Si,1,Medio,Medio,Publico,Neutral,3,No,Posgrado,Medio,Masculino,65
26,81,Bajo,Medio,No,7,65,Bajo,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Lejos,Masculino,65
26,80,Medio,Alto,Si,6,81,Medio,Si,0,Medio,Medio,Publico,Neutral,2,No,Universitario,Cerca,Femenino,70
27,81,Medio,Medio,Si,7,97,Bajo,Si,1,Medio,Medio,Publico,Neutral,2,No,Universitario,Cerca,Femenino,70
21,99,Medio,Alto,Si,7,53,Medio,Si,0,Medio,Bajo,Publico,Neutral,4,No,Posgrado,Cerca,Femenino,71
21,96,Alto,Bajo,No,10,86,Bajo,Si,1,Bajo,Alto,Publico,Neutral,3,No,Universitario,Cerca,Masculino,71
16,66,Medio,Medio,Si,8,50,Bajo,Si,1,Medio,Alto,Publico,Neutral,4,No,Secundario,Medio,Masculino,62
18,75,Medio,Bajo,No,7,50,Medio,Si,4,Bajo,Medio,Publico,Positivo,2,No,Posgrado,Cerca,Femenino,65
24,77,Alto,Medio,Si,7,57,Medio,Si,3,Medio,Alto,Publico,Positivo,2,No,Universitario,Lejos,Masculino,84
27,74,Medio,Medio,Si,6,74,Medio,Si,2,Medio,Alto,Publico,Neutral,2,No,Universitario,Lejos,Masculino,68
19,92,Alto,Medio,Si,6,52,Medio,Si,3,Alto,Medio,Publico,Positivo,1,No,Secundario,Cerca,Masculino,70
17,81,Medio,Alto,No,8,86,Medio,Si,1,Medio,Medio,Private,Neutral,3,No,Posgrado,Cerca,Masculino,68
20,83,Medio,Medio,No,6,51,Medio,Si,2,Bajo,Alto,Publico,Negativo,4,No,Posgrado,Cerca,Masculino,67
24,94,Bajo,Medio,Si,6,75,Bajo,Si,1,Bajo,Alto,Publico,Negativo,4,No,Secundario,Cerca,Femenino,69
11,92,Alto,Alto,Si,6,84,Medio,Si,2,Bajo,Bajo,Publico,Negativo,1,No,Secundario,Cerca,Femenino,68
6,65,Alto,Alto,No,6,62,Medio,No,3,Bajo,Bajo,Publico,Neutral,1,No,Secundario,Cerca,Masculino,59
17,89,Alto,Bajo,Si,9,79,Medio,No,0,Medio,Medio,Publico,Positivo,2,No,Universitario,Cerca,Femenino,67
13,77,Medio,Alto,Si,7,63,Bajo,Si,0,Alto,Bajo,Publico,Positivo,1,No,Secundario,Medio,Masculino,63
17,72,Alto,Alto,Si,7,61,Bajo,Si,1,Medio,Medio,Publico,Negativo,4,No,Secundario,Cerca,Femenino,65
19,62,Medio,Medio,No,7,91,Bajo,Si,1,Bajo,Medio,Publico,Positivo,3,No,Universitario,Cerca,Masculino,63
17,79,Medio,Medio,No,7,67,Bajo,Si,1,Bajo,Medio,Private,Positivo,3,No,Secundario,Cerca,Femenino,64
29,74,Alto,Medio,Si,6,91,Alto,Si,3,Bajo,Alto,Publico,Positivo,4,No,Universitario,Lejos,Femenino,72
22,70,Bajo,Medio,Si,5,61,Alto,Si,1,Bajo,Medio,Publico,Negativo,3,No,Universitario,Medio,Masculino,63
22,88,Medio,Medio,No,9,68,Medio,No,2,Medio,Medio,Publico,Neutral,2,Si,Secundario,Cerca,Masculino,66
24,91,Medio,Medio,Si,8,55,Bajo,Si,0,Medio,Bajo,Private,Neutral,2,No,Universitario,Medio,Femenino,67
13,70,Alto,Alto,Si,8,75,Alto,Si,1,Alto,Medio,Publico,Positivo,2,Si,Posgrado,Medio,Masculino,66
26,62,Medio,Medio,Si,8,69,Medio,Si,2,Medio,Alto,Publico,Positivo,3,No,Universitario,Medio,Femenino,66
20,94,Medio,Medio,Si,10,50,Bajo,Si,1,Bajo,Alto,Private,Negativo,4,Si,Posgrado,Cerca,Femenino,68
24,60,Alto,Alto,No,6,73,Medio,Si,1,Bajo,Medio,Private,Positivo,5,No,Posgrado,Medio,Masculino,66
14,97,Medio,Medio,Si,5,54,Medio,Si,3,Medio,Medio,Publico,Negativo,2,No,Universitario,Cerca,Femenino,68
11,85,Medio,Medio,Si,8,92,Bajo,Si,2,Medio,Medio,Publico,Negativo,4,No,Secundario,Lejos,Femenino,65
25,73,Medio,Medio,Si,5,75,Bajo,Si,0,Medio,Medio,Private,Positivo,2,No,Universitario,Cerca,Femenino,67
22,70,Alto,Bajo,No,7,85,Medio,Si,0,Alto,Medio,Private,Negativo,3,No,Secundario,Lejos,Masculino,64
15,60,Bajo,Alto,No,7,91,Bajo,Si,0,Bajo,Medio,Private,Negativo,2,No,Universitario,Lejos,Masculino,59
15,69,Medio,Medio,Si,8,53,Bajo,No,0,Alto,Medio,Private,Negativo,3,No,Secundario,Cerca,Masculino,60
27,66,Bajo,Alto,No,6,67,Bajo,Si,1,Alto,Alto,Publico,Negativo,4,No,Universitario,Lejos,Femenino,65
13,84,Medio,Medio,Si,9,51,Alto,Si,0,Bajo,Medio,Publico,Negativo,4,No,Secundario,Cerca,Femenino,64
30,67,Medio,Alto,No,6,52,Medio,Si,1,Bajo,Medio,Publico,Neutral,1,No,Secundario,Cerca,Femenino,66
15,81,Medio,Medio,Si,8,52,Medio,Si,0,Medio,Medio,Publico,Neutral,2,No,Posgrado,Cerca,Masculino,65
24,84,Medio,Medio,Si,6,74,Medio,Si,2,Medio,Alto,Publico,Positivo,2,No,Secundario,Lejos,Masculino,69
18,72,Alto,Alto,Si,8,73,Medio,Si,0,Medio,Medio,Private,Positivo,4,Si,Secundario,Cerca,Femenino,66
24,61,Alto,Medio,Si,5,53,Medio,Si,1,Bajo,Alto,Private,Neutral,5,No,Universitario,,Femenino,65
17,61,Alto,Medio,No,7,63,Bajo,Si,1,Medio,Medio,Publico,Positivo,4,No,Universitario,Medio,Femenino,62
19,61,Medio,Bajo,No,9,62,Medio,Si,2,Medio,Medio,Publico,Neutral,2,No,Secundario,Lejos,Femenino,60
20,90,Bajo,Medio,No,7,65,Bajo,No,4,Bajo,Alto,Publico,Positivo,4,No,Universitario,Medio,Femenino,68
14,73,Medio,Alto,Si,9,82,Medio,Si,1,Medio,Medio,Publico,Negativo,3,No,Secundario,Cerca,Femenino,64
24,92,Alto,Alto,No,7,85,Alto,Si,0,Medio,Medio,Publico,Positivo,3,No,Universitario,Cerca,Femenino,73
17,77,Medio,Medio,Si,6,67,Bajo,Si,1,Bajo,Medio,Publico,Positivo,1,No,Universitario,Cerca,Masculino,64
19,78,Alto,Alto,No,7,89,Medio,Si,2,Medio,Medio,Publico,Neutral,4,No,,Medio,Femenino,69
14,81,Bajo,Medio,No,8,71,Bajo,Si,1,Bajo,Alto,Publico,Neutral,3,Si,Posgrado,Cerca,Femenino,63
5,89,Medio,Medio,Si,4,76,Alto,Si,2,Medio,Medio,Publico,Neutral,3,No,Universitario,Cerca,Masculino,65
19,71,Medio,Medio,No,8,57,Medio,Si,2,Medio,Alto,Publico,Positivo,4,No,Secundario,Medio,Masculino,65
34,65,Medio,Medio,Si,6,62,Alto,Si,0,Medio,Alto,Publico,Negativo,3,No,Secundario,Cerca,Masculino,67
25,82,Medio,Medio,Si,5,86,Medio,No,0,Bajo,Bajo,Publico,Positivo,4,No,Secundario,Cerca,Masculino,67
20,73,Medio,Medio,No,8,99,Bajo,Si,1,Medio,Medio,Private,Positivo,3,No,Secundario,Cerca,Masculino,66
18,78,Medio,Alto,Si,9,85,Alto,Si,1,Bajo,Alto,Private,Negativo,2,No,Posgrado,Cerca,Masculino,68
20,86,Medio,Bajo,Si,7,53,Medio,Si,1,Bajo,Alto,Publico,Negativo,2,No,Secundario,Cerca,Masculino,65
23,80,Bajo,Bajo,Si,5,57,Medio,Si,1,Bajo,Medio,Publico,Neutral,4,No,Posgrado,Cerca,Masculino,66
13,85,Alto,Bajo,Si,6,72,Medio,Si,2,Bajo,Medio,Publico,Positivo,1,No,Universitario,Medio,Femenino,66
27,82,Medio,Medio,Si,6,87,Bajo,No,2,Bajo,Alto,Publico,Positivo,2,No,Secundario,Cerca,Masculino,69
24,90,Medio,Medio,No,7,58,Medio,Si,2,Bajo,Medio,Private,Neutral,2,No,Posgrado,Cerca,Masculino,70
24,88,Medio,Bajo,Si,7,88,Medio,Si,2,Medio,Alto,Private,Neutral,2,No,Posgrado,Medio,Masculino,71
23,81,Alto,Medio,No,8,78,Alto,Si,4,Bajo,Bajo,Publico,Positivo,3,No,Secundario,Medio,Masculino,70
20,87,Medio,Medio,No,8,89,Bajo,Si,2,Medio,Medio,Publico,Neutral,3,No,Secundario,Medio,Masculino,68
24,95,Alto,Alto,Si,8,78,Medio,Si,2,Bajo,Alto,Publico,Negativo,2,No,Posgrado,Lejos,Femenino,73
24,77,Medio,Alto,No,8,80,Alto,Si,1,Bajo,Alto,Publico,Positivo,2,Si,Secundario,Medio,Femenino,68
18,77,Medio,Medio,Si,7,62,Bajo,Si,2,Alto,Medio,Private,Neutral,4,No,Universitario,Cerca,Masculino,66
17,91,Medio,Bajo,Si,10,86,Bajo,Si,1,Medio,Medio,Publico,Neutral,3,Si,Posgrado,Medio,Femenino,67
21,83,Medio,Bajo,Si,8,92,Bajo,Si,2,Medio,Medio,Private,Negativo,4,Si,Secundario,Cerca,Masculino,66
29,63,Medio,Alto,Si,8,94,Medio,Si,0,Medio,Alto,Private,Positivo,2,No,Posgrado,Cerca,Femenino,69
13,96,Medio,Medio,No,10,51,Medio,Si,1,Bajo,Bajo,Publico,Positivo,3,No,Posgrado,Cerca,Femenino,67
11,61,Medio,Bajo,Si,7,81,Alto,Si,5,Medio,Bajo,Publico,Positivo,4,Si,Secundario,Cerca,Masculino,61
21,90,Medio,Medio,No,6,99,Medio,Si,2,Bajo,Medio,Private,Negativo,3,No,Universitario,Cerca,Femenino,70
20,90,Alto,Alto,No,9,79,Medio,Si,2,Bajo,Medio,Publico,Negativo,2,No,Secundario,Cerca,Femenino,70
21,98,Medio,Medio,Si,9,59,Alto,No,3,Medio,Medio,Publico,Neutral,3,Si,Universitario,Cerca,Femenino,70
21,62,Medio,Medio,No,7,94,Bajo,Si,1,Bajo,Alto,Private,Positivo,3,No,Universitario,Medio,Femenino,64
19,84,Alto,Medio,No,10,63,Medio,Si,0,Bajo,Medio,Publico,Negativo,3,No,Universitario,Lejos,Femenino,65
29,77,Medio,Medio,No,7,52,Medio,Si,5,Bajo,Medio,Publico,Positivo,4,No,Universitario,Cerca,Femenino,70
10,73,Bajo,Alto,Si,8,72,Bajo,Si,1,Bajo,Alto,Publico,Positivo,2,No,Universitario,Medio,Femenino,62
15,64,Alto,Alto,Si,9,55,Alto,Si,1,Medio,Bajo,Publico,Neutral,3,No,Universitario,Cerca,Femenino,64
19,83,Medio,Alto,Si,7,56,Medio,Si,1,Medio,Bajo,Private,Positivo,3,No,Universitario,Lejos,Femenino,67
10,79,Alto,Medio,No,8,73,Alto,No,1,Bajo,Bajo,Publico,Neutral,4,No,Secundario,Cerca,Femenino,63
19,64,Bajo,Medio,Si,9,81,Alto,Si,0,Medio,Alto,Publico,Neutral,3,Si,Secundario,Cerca,Masculino,62
30,84,Bajo,Medio,No,6,95,Medio,Si,2,Alto,Alto,Publico,Negativo,2,No,Universitario,Cerca,Masculino,72
20,90,Bajo,Medio,No,6,85,Alto,No,3,Bajo,Alto,Private,Neutral,2,No,Universitario,Cerca,Masculino,69
21,91,Medio,Alto,Si,9,92,Medio,Si,5,Bajo,Medio,Private,Negativo,2,No,Secundario,Cerca,Masculino,72
12,96,Bajo,Medio,Si,7,71,Alto,Si,2,Medio,Medio,Private,Positivo,2,No,Universitario,Cerca,Masculino,68
16,76,Bajo,Medio,No,6,66,Bajo,Si,1,Medio,Medio,Private,Neutral,3,No,Posgrado,Cerca,Femenino,64
18,98,Alto,Alto,Si,7,80,Bajo,Si,3,Bajo,Medio,Private,Neutral,1,No,Universitario,Cerca,Femenino,72
18,95,Alto,Alto,Si,8,85,Bajo,Si,2,Bajo,Alto,Publico,Positivo,3,No,Universitario,Cerca,Femenino,73
28,72,Alto,Medio,Si,5,78,Bajo,No,5,Medio,Bajo,Private,Negativo,2,No,Universitario,Lejos,Masculino,67
23,66,Alto,Bajo,Si,8,63,Medio,Si,0,Bajo,Medio,Publico,Negativo,4,No,Universitario,Cerca,Femenino,64
13,77,Medio,Medio,Si,8,68,Bajo,Si,3,Alto,Medio,Private,Neutral,3,No,Secundario,Cerca,Femenino,65
21,76,Alto,Alto,Si,9,72,Bajo,Si,1,Bajo,Alto,Publico,Neutral,3,No,Secundario,Medio,Femenino,67
23,83,Medio,Medio,Si,7,51,Bajo,Si,3,Medio,Alto,Publico,Neutral,2,No,Universitario,Medio,Masculino,68
27,83,Medio,Alto,Si,9,94,Medio,Si,2,Bajo,Alto,Publico,Positivo,2,No,Secundario,,Masculino,72
29,90,Alto,Bajo,Si,7,76,Bajo,Si,1,Medio,Bajo,Publico,Positivo,3,No,Secundario,Medio,Femenino,71
14,80,Medio,Medio,Si,7,88,Medio,Si,1,Medio,Medio,Private,Neutral,3,No,Secundario,Cerca,Masculino,66
15,64,Alto,Medio,No,7,59,Bajo,Si,0,Bajo,Medio,Publico,Neutral,3,Si,Secundario,Cerca,Femenino,59
12,94,Medio,Medio,Si,10,78,Medio,Si,1,Medio,Alto,Publico,Neutral,2,No,Secundario,Cerca,Femenino,68
19,72,Bajo,Alto,Si,5,96,Bajo,No,3,Bajo,Bajo,Publico,Positivo,2,No,Secundario,Medio,Femenino,64
23,99,Bajo,Medio,No,8,61,Bajo,Si,2,Alto,Alto,Private,Positivo,3,Si,Secundario,Cerca,Femenino,70
26,65,Bajo,Medio,Si,7,67,Medio,Si,4,Alto,Medio,Private,Negativo,3,No,Secundario,Medio,Femenino,65
20,98,Alto,Medio,Si,7,69,Alto,No,2,Alto,Alto,Publico,Negativo,2,No,Universitario,Cerca,Femenino,72
18,64,Alto,Alto,No,8,69,Medio,Si,3,Alto,Medio,Publico,Positivo,3,No,Universitario,Medio,Masculino,66
21,69,Medio,Medio,Si,9,80,Alto,Si,2,Medio,Alto,Publico,Positivo,5,No,Universitario,Cerca,Masculino,68
15,62,Medio,Alto,No,8,70,Medio,Si,1,Bajo,Medio,Private,Positivo,3,No,Universitario,Cerca,Masculino,62
33,88,Medio,Bajo,No,9,84,Medio,Si,1,Bajo,Medio,Publico,Negativo,3,No,Secundario,Cerca,Masculino,70
10,94,Alto,Medio,Si,7,74,Alto,Si,3,Alto,Medio,Publico,Positivo,3,No,Universitario,Medio,Masculino,70
21,77,Medio,Bajo,Si,7,58,Medio,Si,0,Bajo,Alto,Publico,Negativo,3,No,Universitario,Cerca,Masculino,64
32,97,Alto,Bajo,Si,5,97,Bajo,Si,1,Bajo,Alto,Publico,Positivo,5,No,Universitario,Medio,Femenino,76
20,84,Medio,Medio,Si,10,62,Alto,Si,1,Medio,Medio,Publico,Neutral,2,No,Universitario,Medio,Masculino,67
19,85,Alto,Alto,No,7,78,Bajo,Si,2,Bajo,Alto,Private,Negativo,3,No,Universitario,Cerca,Masculino,69
18,94,Medio,Bajo,Si,7,53,Medio,Si,4,Medio,Alto,Publico,Positivo,3,No,Secundario,Lejos,Femenino,68
19,72,Medio,Medio,Si,8,96,Bajo,Si,1,Medio,Alto,Publico,Positivo,2,No,Posgrado,Medio,Femenino,67
28,74,Medio,Medio,Si,9,96,Bajo,Si,0,Alto,Alto,Private,Neutral,3,No,Secundario,Cerca,Femenino,69
7,96,Alto,Medio,Si,6,68,Medio,Si,2,Bajo,Alto,Publico,Neutral,1,No,Secundario,Cerca,Femenino,67
29,96,Alto,Alto,Si,9,56,Bajo,Si,0,Bajo,Alto,Private,Neutral,4,No,Secundario,Cerca,Masculino,73
11,99,Medio,Alto,Si,7,88,Alto,No,4,Medio,Bajo,Private,Neutral,3,No,Universitario,Cerca,Masculino,71
18,96,Medio,Bajo,No,9,63,Medio,Si,4,Bajo,Medio,Private,Neutral,3,No,Posgrado,Cerca,Masculino,70
17,65,Alto,Medio,Si,6,85,Medio,Si,1,Bajo,Medio,Private,Neutral,3,No,,Cerca,Masculino,65
24,93,Alto,Medio,Si,8,96,Medio,Si,0,Medio,Medio,Publico,Positivo,1,No,Posgrado,Medio,Masculino,73
10,76,Medio,Medio,Si,7,80,Medio,Si,1,Bajo,Alto,Publico,Positivo,4,No,Posgrado,Cerca,Femenino,65
23,100,Bajo,Medio,Si,5,93,Medio,Si,4,Bajo,Medio,Private,Neutral,3,No,Posgrado,Medio,Masculino,73
32,79,Bajo,Alto,Si,5,61,Medio,Si,0,Bajo,Alto,Publico,Positivo,3,No,Universitario,Cerca,Masculino,70
12,82,Alto,Medio,Si,6,96,Alto,Si,0,Bajo,Bajo,Private,Positivo,4,Si,Universitario,Cerca,Masculino,66
21,81,Bajo,Medio,Si,8,61,Alto,Si,3,Medio,Bajo,Publico,Negativo,5,No,Secundario,Medio,Femenino,66
16,73,Medio,Medio,Si,4,61,Bajo,Si,4,Bajo,Alto,Private,Neutral,5,No,Secundario,Medio,Masculino,64
23,63,Medio,Medio,Si,8,94,Alto,Si,2,Medio,Medio,Publico,Neutral,5,No,Posgrado,Cerca,Masculino,68
20,96,Medio,Medio,No,7,78,Medio,Si,1,Alto,Alto,Publico,Neutral,2,No,Secundario,Cerca,Masculino,70
16,92,Medio,Medio,Si,4,90,Alto,Si,6,Alto,Medio,Private,Neutral,3,No,Secundario,Cerca,Masculino,72
23,66,Medio,Alto,No,6,90,Medio,Si,2,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,66
31,91,Medio,Medio,Si,6,82,Medio,Si,2,Medio,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,74
19,85,Alto,Medio,No,7,59,Bajo,Si,0,Medio,Alto,Private,Negativo,4,No,Universitario,Medio,Masculino,67
24,76,Alto,Alto,Si,9,85,Medio,Si,2,Bajo,Medio,Private,Positivo,2,No,Posgrado,Cerca,Femenino,71
12,70,Bajo,Alto,Si,9,53,Medio,Si,2,Bajo,Medio,Publico,Neutral,2,Si,Secundario,Cerca,Masculino,60
14,94,Bajo,Medio,No,6,60,Medio,Si,3,Alto,Medio,Publico,Neutral,3,No,Universitario,,Femenino,68
23,88,Medio,Medio,No,6,82,Medio,Si,0,Medio,Medio,Private,Negativo,3,No,Universitario,Cerca,Masculino,69
29,82,Alto,Alto,No,5,95,Medio,Si,2,Medio,Alto,Publico,Neutral,3,No,Universitario,Cerca,Masculino,74
22,84,Alto,Medio,Si,6,89,Medio,Si,2,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,71
18,64,Alto,Medio,Si,6,67,Alto,Si,0,Bajo,Medio,Private,Negativo,4,No,Universitario,Cerca,Masculino,63
20,79,Alto,Bajo,Si,7,91,Alto,No,2,Bajo,Medio,Private,Negativo,4,Si,Universitario,Medio,Masculino,66
